dataset,linkage,metric,noise,family,seed,base,jaccard_median,runs
Gapminder,complete,euclidean,0.0,development,MedLow,base,1.0,5
Gapminder,complete,euclidean,0.0,development,MedLow,clusters,0.9444444444444444,5
Gapminder,complete,euclidean,0.0,development,MedLow,gen_base_1,1.0,5
Gapminder,complete,euclidean,0.0,development,MedLow,gen_base_2,1.0,5
Gapminder,complete,euclidean,0.0,income,High,base,1.0,5
Gapminder,complete,euclidean,0.0,income,High,clusters,0.425531914893617,5
Gapminder,complete,euclidean,0.0,income,High,gen_base_1,1.0,5
Gapminder,complete,euclidean,0.0,income,High,gen_base_2,1.0,5
Gapminder,complete,euclidean,0.0,income,Low,base,1.0,5
Gapminder,complete,euclidean,0.0,income,Low,clusters,0.9433962264150944,5
Gapminder,complete,euclidean,0.0,income,Low,gen_base_1,1.0,5
Gapminder,complete,euclidean,0.0,income,Low,gen_base_2,1.0,5
Gapminder,complete,euclidean,0.0,income,MedHigh,base,1.0,5
Gapminder,complete,euclidean,0.0,income,MedHigh,clusters,0.8688524590163934,5
Gapminder,complete,euclidean,0.0,income,MedHigh,gen_base_1,1.0,5
Gapminder,complete,euclidean,0.0,income,MedHigh,gen_base_2,1.0,5
Gapminder,complete,euclidean,0.0,income,MedLow,base,1.0,5
Gapminder,complete,euclidean,0.0,income,MedLow,clusters,0.9444444444444444,5
Gapminder,complete,euclidean,0.0,income,MedLow,gen_base_1,1.0,5
Gapminder,complete,euclidean,0.0,income,MedLow,gen_base_2,1.0,5
Gapminder,complete,euclidean,0.02,continent,Africa,base,0.8397530864197531,5
Gapminder,complete,euclidean,0.02,continent,Africa,clusters,0.9444444444444444,5
Gapminder,complete,euclidean,0.02,continent,Africa,gen_base_1,0.9647979797979798,5
Gapminder,complete,euclidean,0.02,continent,Africa,gen_base_2,1.0,5
Gapminder,complete,euclidean,0.02,continent,Americas,base,0.7641459545214172,5
Gapminder,complete,euclidean,0.02,continent,Americas,clusters,1.0,5
Gapminder,complete,euclidean,0.02,continent,Americas,gen_base_1,0.9056945358788677,5
Gapminder,complete,euclidean,0.02,continent,Americas,gen_base_2,1.0,5
Gapminder,complete,euclidean,0.02,continent,Asia,base,0.8082191780821918,5
Gapminder,complete,euclidean,0.02,continent,Asia,clusters,1.0,5
Gapminder,complete,euclidean,0.02,continent,Asia,gen_base_1,0.8948818897637796,5
Gapminder,complete,euclidean,0.02,continent,Asia,gen_base_2,1.0,5
Gapminder,complete,euclidean,0.02,continent,Europe,base,0.8363068688670829,5
Gapminder,complete,euclidean,0.02,continent,Europe,clusters,0.9841545352743561,5
Gapminder,complete,euclidean,0.02,continent,Europe,gen_base_1,0.9529411764705882,5
Gapminder,complete,euclidean,0.02,continent,Europe,gen_base_2,0.9924242424242424,5
Gapminder,complete,euclidean,0.02,continent,Oceania,base,0.5714285714285714,5
Gapminder,complete,euclidean,0.02,continent,Oceania,clusters,0.8947368421052632,5
Gapminder,complete,euclidean,0.02,continent,Oceania,gen_base_1,0.7376847290640394,5
Gapminder,complete,euclidean,0.02,continent,Oceania,gen_base_2,0.9696969696969697,5
Gapminder,complete,euclidean,0.02,development,High,base,0.9157955865272939,5
Gapminder,complete,euclidean,0.02,development,High,clusters,0.9841545352743561,5
Gapminder,complete,euclidean,0.02,development,High,gen_base_1,0.8657987785278045,5
Gapminder,complete,euclidean,0.02,development,High,gen_base_2,0.991869918699187,5
Gapminder,complete,euclidean,0.02,development,Low,base,0.9767441860465116,5
Gapminder,complete,euclidean,0.02,development,Low,clusters,0.9285714285714286,5
Gapminder,complete,euclidean,0.02,development,Low,gen_base_1,0.9411538461538461,5
Gapminder,complete,euclidean,0.02,development,Low,gen_base_2,0.9910714285714286,5
Gapminder,complete,euclidean,0.02,development,MedHigh,base,0.9333333333333333,5
Gapminder,complete,euclidean,0.02,development,MedHigh,clusters,0.5163934426229508,5
Gapminder,complete,euclidean,0.02,development,MedHigh,gen_base_1,0.9615384615384616,5
Gapminder,complete,euclidean,0.02,development,MedHigh,gen_base_2,0.9925373134328358,5
Gapminder,complete,euclidean,0.02,development,MedLow,base,0.8709528214616096,5
Gapminder,complete,euclidean,0.02,development,MedLow,clusters,0.9629629629629629,5
Gapminder,complete,euclidean,0.02,development,MedLow,gen_base_1,0.8672211350293542,5
Gapminder,complete,euclidean,0.02,development,MedLow,gen_base_2,0.9815631808278866,5
Gapminder,complete,euclidean,0.02,income,High,base,1.0,5
Gapminder,complete,euclidean,0.02,income,High,clusters,0.425531914893617,5
Gapminder,complete,euclidean,0.02,income,High,gen_base_1,1.0,5
Gapminder,complete,euclidean,0.02,income,High,gen_base_2,0.991869918699187,5
Gapminder,complete,euclidean,0.02,income,Low,base,0.9148936170212766,5
Gapminder,complete,euclidean,0.02,income,Low,clusters,0.9444444444444444,5
Gapminder,complete,euclidean,0.02,income,Low,gen_base_1,0.8639705882352942,5
Gapminder,complete,euclidean,0.02,income,Low,gen_base_2,0.9833333333333333,5
Gapminder,complete,euclidean,0.02,income,MedHigh,base,0.9186046511627907,5
Gapminder,complete,euclidean,0.02,income,MedHigh,clusters,0.8688524590163934,5
Gapminder,complete,euclidean,0.02,income,MedHigh,gen_base_1,0.9376395534290272,5
Gapminder,complete,euclidean,0.02,income,MedHigh,gen_base_2,1.0,5
Gapminder,complete,euclidean,0.02,income,MedLow,base,0.8,5
Gapminder,complete,euclidean,0.02,income,MedLow,clusters,0.9629629629629629,5
Gapminder,complete,euclidean,0.02,income,MedLow,gen_base_1,0.8821153846153846,5
Gapminder,complete,euclidean,0.02,income,MedLow,gen_base_2,0.9926470588235294,5
Gapminder,single,cityblock,0.0,continent,Africa,base,1.0,5
Gapminder,single,cityblock,0.0,continent,Africa,clusters,0.9433962264150944,5
Gapminder,single,cityblock,0.0,continent,Africa,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,continent,Africa,gen_base_2,1.0,5
Gapminder,single,cityblock,0.0,continent,Americas,base,1.0,5
Gapminder,single,cityblock,0.0,continent,Americas,clusters,1.0,5
Gapminder,single,cityblock,0.0,continent,Americas,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,continent,Americas,gen_base_2,1.0,5
Gapminder,single,cityblock,0.0,continent,Asia,base,1.0,5
Gapminder,single,cityblock,0.0,continent,Asia,clusters,1.0,5
Gapminder,single,cityblock,0.0,continent,Asia,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,continent,Asia,gen_base_2,1.0,5
Gapminder,single,cityblock,0.0,continent,Europe,base,1.0,5
Gapminder,single,cityblock,0.0,continent,Europe,clusters,1.0,5
Gapminder,single,cityblock,0.0,continent,Europe,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,continent,Europe,gen_base_2,1.0,5
Gapminder,single,cityblock,0.0,continent,Oceania,base,1.0,5
Gapminder,single,cityblock,0.0,continent,Oceania,clusters,0.85,5
Gapminder,single,cityblock,0.0,continent,Oceania,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,continent,Oceania,gen_base_2,1.0,5
Gapminder,single,cityblock,0.0,development,High,base,1.0,5
Gapminder,single,cityblock,0.0,development,High,clusters,0.425531914893617,5
Gapminder,single,cityblock,0.0,development,High,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,development,High,gen_base_2,1.0,5
Gapminder,single,cityblock,0.0,development,Low,base,1.0,5
Gapminder,single,cityblock,0.0,development,Low,clusters,0.9583333333333334,5
Gapminder,single,cityblock,0.0,development,Low,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,development,Low,gen_base_2,1.0,5
Gapminder,single,cityblock,0.0,development,MedHigh,base,1.0,5
Gapminder,single,cityblock,0.0,development,MedHigh,clusters,0.5081967213114754,5
Gapminder,single,cityblock,0.0,development,MedHigh,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,development,MedHigh,gen_base_2,1.0,5
Gapminder,single,cityblock,0.0,development,MedLow,base,1.0,5
Gapminder,single,cityblock,0.0,development,MedLow,clusters,0.9444444444444444,5
Gapminder,single,cityblock,0.0,development,MedLow,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,development,MedLow,gen_base_2,1.0,5
Gapminder,single,cityblock,0.0,income,High,base,1.0,5
Gapminder,single,cityblock,0.0,income,High,clusters,0.425531914893617,5
Gapminder,single,cityblock,0.0,income,High,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,income,High,gen_base_2,1.0,5
Gapminder,single,cityblock,0.0,income,Low,base,1.0,5
Gapminder,single,cityblock,0.0,income,Low,clusters,0.9433962264150944,5
Gapminder,single,cityblock,0.0,income,Low,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,income,Low,gen_base_2,1.0,5
Gapminder,single,cityblock,0.0,income,MedHigh,base,1.0,5
Gapminder,single,cityblock,0.0,income,MedHigh,clusters,0.8688524590163934,5
Gapminder,single,cityblock,0.0,income,MedHigh,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,income,MedHigh,gen_base_2,1.0,5
Gapminder,single,cityblock,0.0,income,MedLow,base,1.0,5
Gapminder,single,cityblock,0.0,income,MedLow,clusters,0.9444444444444444,5
Gapminder,single,cityblock,0.0,income,MedLow,gen_base_1,1.0,5
Gapminder,single,cityblock,0.0,income,MedLow,gen_base_2,1.0,5
Gapminder,single,cityblock,0.02,continent,Africa,base,0.8552631578947368,5
Gapminder,single,cityblock,0.02,continent,Africa,clusters,0.9444444444444444,5
Gapminder,single,cityblock,0.02,continent,Africa,gen_base_1,0.9468353248693054,5
Gapminder,single,cityblock,0.02,continent,Africa,gen_base_2,0.9510718062097472,5
Gapminder,single,cityblock,0.02,continent,Americas,base,0.7221269296740995,5
Gapminder,single,cityblock,0.02,continent,Americas,clusters,1.0,5
Gapminder,single,cityblock,0.02,continent,Americas,gen_base_1,0.9136082474226804,5
Gapminder,single,cityblock,0.02,continent,Americas,gen_base_2,0.9076568592697625,5
Gapminder,single,cityblock,0.02,continent,Asia,base,0.7699092741935484,5
Gapminder,single,cityblock,0.02,continent,Asia,clusters,1.0,5
Gapminder,single,cityblock,0.02,continent,Asia,gen_base_1,0.9341654135338346,5
Gapminder,single,cityblock,0.02,continent,Asia,gen_base_2,0.889303231875294,5
Gapminder,single,cityblock,0.02,continent,Europe,base,0.8599439775910365,5
Gapminder,single,cityblock,0.02,continent,Europe,clusters,0.9841545352743561,5
Gapminder,single,cityblock,0.02,continent,Europe,gen_base_1,0.9873417721518988,5
Gapminder,single,cityblock,0.02,continent,Europe,gen_base_2,0.9161671661671662,5
Gapminder,single,cityblock,0.02,continent,Oceania,base,0.75,5
Gapminder,single,cityblock,0.02,continent,Oceania,clusters,0.8947368421052632,5
Gapminder,single,cityblock,0.02,continent,Oceania,gen_base_1,0.7967032967032968,5
Gapminder,single,cityblock,0.02,continent,Oceania,gen_base_2,0.7115384615384616,5
Gapminder,single,cityblock,0.02,development,High,base,0.9736842105263158,5
Gapminder,single,cityblock,0.02,development,High,clusters,0.9841545352743561,5
Gapminder,single,cityblock,0.02,development,High,gen_base_1,0.9293877551020409,5
Gapminder,single,cityblock,0.02,development,High,gen_base_2,0.8866921768707483,5
Gapminder,single,cityblock,0.02,development,Low,base,0.9523809523809523,5
Gapminder,single,cityblock,0.02,development,Low,clusters,0.9285714285714286,5
Gapminder,single,cityblock,0.02,development,Low,gen_base_1,0.9438811188811189,5
Gapminder,single,cityblock,0.02,development,Low,gen_base_2,0.8653846153846154,5
Gapminder,single,cityblock,0.02,development,MedHigh,base,0.926829268292683,5
Gapminder,single,cityblock,0.02,development,MedHigh,clusters,0.5163934426229508,5
Gapminder,single,cityblock,0.02,development,MedHigh,gen_base_1,0.9398809523809524,5
Gapminder,single,cityblock,0.02,development,MedHigh,gen_base_2,1.0,5
Gapminder,single,cityblock,0.02,development,MedLow,base,0.9110671936758893,5
Gapminder,single,cityblock,0.02,development,MedLow,clusters,0.9629629629629629,5
Gapminder,single,cityblock,0.02,development,MedLow,gen_base_1,0.9128514780100938,5
Gapminder,single,cityblock,0.02,development,MedLow,gen_base_2,0.8409090909090909,5
Gapminder,single,cityblock,0.02,income,High,base,0.972972972972973,5
Gapminder,single,cityblock,0.02,income,High,clusters,0.425531914893617,5
Gapminder,single,cityblock,0.02,income,High,gen_base_1,0.879251700680272,5
Gapminder,single,cityblock,0.02,income,High,gen_base_2,0.8809523809523809,5
Gapminder,single,cityblock,0.02,income,Low,base,0.9101010101010101,5
Gapminder,single,cityblock,0.02,income,Low,clusters,0.9444444444444444,5
Gapminder,single,cityblock,0.02,income,Low,gen_base_1,0.9285714285714286,5
Gapminder,single,cityblock,0.02,income,Low,gen_base_2,0.9051724137931034,5
Gapminder,single,cityblock,0.02,income,MedHigh,base,0.925,5
Gapminder,single,cityblock,0.02,income,MedHigh,clusters,0.8688524590163934,5
Gapminder,single,cityblock,0.02,income,MedHigh,gen_base_1,0.9491525423728814,5
Gapminder,single,cityblock,0.02,income,MedHigh,gen_base_2,0.9715166908563135,5
Gapminder,single,cityblock,0.02,income,MedLow,base,0.7748538011695907,5
Gapminder,single,cityblock,0.02,income,MedLow,clusters,0.9629629629629629,5
Gapminder,single,cityblock,0.02,income,MedLow,gen_base_1,0.9502475247524752,5
Gapminder,single,cityblock,0.02,income,MedLow,gen_base_2,0.8852723363592929,5
Gapminder,single,euclidean,0.0,continent,Africa,base,1.0,5
Gapminder,single,euclidean,0.0,continent,Africa,clusters,0.9433962264150944,5
Gapminder,single,euclidean,0.0,continent,Africa,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,continent,Africa,gen_base_2,1.0,5
Gapminder,single,euclidean,0.0,continent,Americas,base,1.0,5
Gapminder,single,euclidean,0.0,continent,Americas,clusters,1.0,5
Gapminder,single,euclidean,0.0,continent,Americas,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,continent,Americas,gen_base_2,1.0,5
Gapminder,single,euclidean,0.0,continent,Asia,base,1.0,5
Gapminder,single,euclidean,0.0,continent,Asia,clusters,1.0,5
Gapminder,single,euclidean,0.0,continent,Asia,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,continent,Asia,gen_base_2,1.0,5
Gapminder,single,euclidean,0.0,continent,Europe,base,1.0,5
Gapminder,single,euclidean,0.0,continent,Europe,clusters,1.0,5
Gapminder,single,euclidean,0.0,continent,Europe,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,continent,Europe,gen_base_2,1.0,5
Gapminder,single,euclidean,0.0,continent,Oceania,base,1.0,5
Gapminder,single,euclidean,0.0,continent,Oceania,clusters,0.85,5
Gapminder,single,euclidean,0.0,continent,Oceania,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,continent,Oceania,gen_base_2,1.0,5
Gapminder,single,euclidean,0.0,development,High,base,1.0,5
Gapminder,single,euclidean,0.0,development,High,clusters,0.425531914893617,5
Gapminder,single,euclidean,0.0,development,High,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,development,High,gen_base_2,1.0,5
Gapminder,single,euclidean,0.0,development,Low,base,1.0,5
Gapminder,single,euclidean,0.0,development,Low,clusters,0.9583333333333334,5
Gapminder,single,euclidean,0.0,development,Low,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,development,Low,gen_base_2,1.0,5
Gapminder,single,euclidean,0.0,development,MedHigh,base,1.0,5
Gapminder,single,euclidean,0.0,development,MedHigh,clusters,0.5081967213114754,5
Gapminder,single,euclidean,0.0,development,MedHigh,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,development,MedHigh,gen_base_2,1.0,5
Gapminder,single,euclidean,0.0,development,MedLow,base,1.0,5
Gapminder,single,euclidean,0.0,development,MedLow,clusters,0.9444444444444444,5
Gapminder,single,euclidean,0.0,development,MedLow,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,development,MedLow,gen_base_2,1.0,5
Gapminder,single,euclidean,0.0,income,High,base,1.0,5
Gapminder,single,euclidean,0.0,income,High,clusters,0.425531914893617,5
Gapminder,single,euclidean,0.0,income,High,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,income,High,gen_base_2,1.0,5
Gapminder,single,euclidean,0.0,income,Low,base,1.0,5
Gapminder,single,euclidean,0.0,income,Low,clusters,0.9433962264150944,5
Gapminder,single,euclidean,0.0,income,Low,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,income,Low,gen_base_2,1.0,5
Gapminder,single,euclidean,0.0,income,MedHigh,base,1.0,5
Gapminder,single,euclidean,0.0,income,MedHigh,clusters,0.8688524590163934,5
Gapminder,single,euclidean,0.0,income,MedHigh,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,income,MedHigh,gen_base_2,1.0,5
Gapminder,single,euclidean,0.0,income,MedLow,base,1.0,5
Gapminder,single,euclidean,0.0,income,MedLow,clusters,0.9444444444444444,5
Gapminder,single,euclidean,0.0,income,MedLow,gen_base_1,1.0,5
Gapminder,single,euclidean,0.0,income,MedLow,gen_base_2,1.0,5
Gapminder,single,euclidean,0.02,continent,Africa,base,0.8775453535727509,5
Gapminder,single,euclidean,0.02,continent,Africa,clusters,0.9444444444444444,5
Gapminder,single,euclidean,0.02,continent,Africa,gen_base_1,0.9375,5
Gapminder,single,euclidean,0.02,continent,Africa,gen_base_2,1.0,5
Gapminder,single,euclidean,0.02,continent,Americas,base,0.7047930283224402,5
Gapminder,single,euclidean,0.02,continent,Americas,clusters,1.0,5
Gapminder,single,euclidean,0.02,continent,Americas,gen_base_1,0.8586956521739131,5
Gapminder,single,euclidean,0.02,continent,Americas,gen_base_2,1.0,5
Gapminder,single,euclidean,0.02,continent,Asia,base,0.7442307692307693,5
Gapminder,single,euclidean,0.02,continent,Asia,clusters,1.0,5
