dataset,linkage,metric,noise,family,seed,base,jaccard_median,runs
Synthetic-blobs,complete,euclidean,0.0,cluster_true,cluster_0,gen_base_1,0.2558139534883721,5
Synthetic-blobs,complete,euclidean,0.0,cluster_true,cluster_0,gen_base_2,0.26941641070645017,5
Synthetic-blobs,complete,euclidean,0.0,cluster_true,cluster_1,base,0.2258812615955473,5
Synthetic-blobs,complete,euclidean,0.0,cluster_true,cluster_1,clusters,0.22272727272727272,5
Synthetic-blobs,complete,euclidean,0.0,cluster_true,cluster_1,gen_base_1,0.25502562081198266,5
Synthetic-blobs,complete,euclidean,0.0,cluster_true,cluster_1,gen_base_2,0.23363636363636364,5
Synthetic-blobs,complete,euclidean,0.0,cluster_true,cluster_2,base,0.18181818181818182,5
Synthetic-blobs,complete,euclidean,0.0,cluster_true,cluster_2,clusters,0.20995670995670995,5
Synthetic-blobs,complete,euclidean,0.0,cluster_true,cluster_2,gen_base_1,0.18181818181818182,5
Synthetic-blobs,complete,euclidean,0.0,cluster_true,cluster_2,gen_base_2,0.18181818181818182,5
Synthetic-blobs,complete,euclidean,0.0,regime,regime_0,base,0.3790007806401249,5
Synthetic-blobs,complete,euclidean,0.0,regime,regime_0,clusters,0.6125,5
Synthetic-blobs,complete,euclidean,0.0,regime,regime_0,gen_base_1,0.5305735930735931,5
Synthetic-blobs,complete,euclidean,0.0,regime,regime_0,gen_base_2,0.45298260149130076,5
Synthetic-blobs,complete,euclidean,0.0,regime,regime_1,base,0.3953823953823954,5
Synthetic-blobs,complete,euclidean,0.0,regime,regime_1,clusters,0.5070422535211268,5
Synthetic-blobs,complete,euclidean,0.0,regime,regime_1,gen_base_1,0.49295774647887325,5
Synthetic-blobs,complete,euclidean,0.0,regime,regime_1,gen_base_2,0.46980482204362806,5
Synthetic-blobs,complete,euclidean,0.02,cluster_true,cluster_0,base,0.2558139534883721,5
Synthetic-blobs,complete,euclidean,0.02,cluster_true,cluster_0,clusters,0.2558139534883721,5
Synthetic-blobs,complete,euclidean,0.02,cluster_true,cluster_0,gen_base_1,0.2551797040169133,5
Synthetic-blobs,complete,euclidean,0.02,cluster_true,cluster_0,gen_base_2,0.2558139534883721,5
Synthetic-blobs,complete,euclidean,0.02,cluster_true,cluster_1,base,0.2258812615955473,5
Synthetic-blobs,complete,euclidean,0.02,cluster_true,cluster_1,clusters,0.22272727272727272,5
Synthetic-blobs,complete,euclidean,0.02,cluster_true,cluster_1,gen_base_1,0.25502562081198266,5
Synthetic-blobs,complete,euclidean,0.02,cluster_true,cluster_1,gen_base_2,0.23363636363636364,5
Synthetic-blobs,complete,euclidean,0.02,cluster_true,cluster_2,base,0.18181818181818182,5
Synthetic-blobs,complete,euclidean,0.02,cluster_true,cluster_2,clusters,0.20995670995670995,5
Synthetic-blobs,complete,euclidean,0.02,cluster_true,cluster_2,gen_base_1,0.18181818181818182,5
Synthetic-blobs,complete,euclidean,0.02,cluster_true,cluster_2,gen_base_2,0.18181818181818182,5
Synthetic-blobs,complete,euclidean,0.02,regime,regime_0,base,0.37400846113167635,5
Synthetic-blobs,complete,euclidean,0.02,regime,regime_0,clusters,0.6125,5
Synthetic-blobs,complete,euclidean,0.02,regime,regime_0,gen_base_1,0.510369101978691,5
Synthetic-blobs,complete,euclidean,0.02,regime,regime_0,gen_base_2,0.44201680672268906,5
Synthetic-blobs,complete,euclidean,0.02,regime,regime_1,base,0.3953823953823954,5
Synthetic-blobs,complete,euclidean,0.02,regime,regime_1,clusters,0.5070422535211268,5
Synthetic-blobs,complete,euclidean,0.02,regime,regime_1,gen_base_1,0.4696691176470588,5
Synthetic-blobs,complete,euclidean,0.02,regime,regime_1,gen_base_2,0.4626865671641791,5
Synthetic-blobs,single,cityblock,0.0,cluster_true,cluster_0,base,0.25290697674418605,5
Synthetic-blobs,single,cityblock,0.0,cluster_true,cluster_0,clusters,0.2558139534883721,5
Synthetic-blobs,single,cityblock,0.0,cluster_true,cluster_0,gen_base_1,0.2558139534883721,5
Synthetic-blobs,single,cityblock,0.0,cluster_true,cluster_0,gen_base_2,0.2903981264637002,5
Synthetic-blobs,single,cityblock,0.0,cluster_true,cluster_1,base,0.21363636363636362,5
Synthetic-blobs,single,cityblock,0.0,cluster_true,cluster_1,clusters,0.22272727272727272,5
Synthetic-blobs,single,cityblock,0.0,cluster_true,cluster_1,gen_base_1,0.24561403508771928,5
Synthetic-blobs,single,cityblock,0.0,cluster_true,cluster_1,gen_base_2,0.2533333333333333,5
Synthetic-blobs,single,cityblock,0.0,cluster_true,cluster_2,base,0.18181818181818182,5
Synthetic-blobs,single,cityblock,0.0,cluster_true,cluster_2,clusters,0.20995670995670995,5
Synthetic-blobs,single,cityblock,0.0,cluster_true,cluster_2,gen_base_1,0.18873517786561267,5
Synthetic-blobs,single,cityblock,0.0,cluster_true,cluster_2,gen_base_2,0.23809523809523808,5
Synthetic-blobs,single,cityblock,0.0,regime,regime_0,base,0.3760245901639344,5
Synthetic-blobs,single,cityblock,0.0,regime,regime_0,clusters,0.6125,5
Synthetic-blobs,single,cityblock,0.0,regime,regime_0,gen_base_1,0.5630701754385965,5
Synthetic-blobs,single,cityblock,0.0,regime,regime_0,gen_base_2,0.5858333333333333,5
Synthetic-blobs,single,cityblock,0.0,regime,regime_1,base,0.4015376984126984,5
Synthetic-blobs,single,cityblock,0.0,regime,regime_1,clusters,0.5070422535211268,5
Synthetic-blobs,single,cityblock,0.0,regime,regime_1,gen_base_1,0.4964788732394366,5
Synthetic-blobs,single,cityblock,0.0,regime,regime_1,gen_base_2,0.5220635950681376,5
Synthetic-blobs,single,cityblock,0.02,cluster_true,cluster_0,base,0.2558139534883721,5
Synthetic-blobs,single,cityblock,0.02,cluster_true,cluster_0,clusters,0.2558139534883721,5
Synthetic-blobs,single,cityblock,0.02,cluster_true,cluster_0,gen_base_1,0.2558139534883721,5
Synthetic-blobs,single,cityblock,0.02,cluster_true,cluster_0,gen_base_2,0.2558139534883721,5
Synthetic-blobs,single,cityblock,0.02,cluster_true,cluster_1,base,0.22474747474747475,5
Synthetic-blobs,single,cityblock,0.02,cluster_true,cluster_1,clusters,0.22272727272727272,5
Synthetic-blobs,single,cityblock,0.02,cluster_true,cluster_1,gen_base_1,0.2456896551724138,5
Synthetic-blobs,single,cityblock,0.02,cluster_true,cluster_1,gen_base_2,0.24,5
Synthetic-blobs,single,cityblock,0.02,cluster_true,cluster_2,base,0.18181818181818182,5
Synthetic-blobs,single,cityblock,0.02,cluster_true,cluster_2,clusters,0.20995670995670995,5
Synthetic-blobs,single,cityblock,0.02,cluster_true,cluster_2,gen_base_1,0.18873517786561267,5
Synthetic-blobs,single,cityblock,0.02,cluster_true,cluster_2,gen_base_2,0.19294990723562153,5
Synthetic-blobs,single,cityblock,0.02,regime,regime_0,base,0.3790007806401249,5
Synthetic-blobs,single,cityblock,0.02,regime,regime_0,clusters,0.6125,5
Synthetic-blobs,single,cityblock,0.02,regime,regime_0,gen_base_1,0.5763157894736842,5
Synthetic-blobs,single,cityblock,0.02,regime,regime_0,gen_base_2,0.5226470588235295,5
Synthetic-blobs,single,cityblock,0.02,regime,regime_1,base,0.4015376984126984,5
Synthetic-blobs,single,cityblock,0.02,regime,regime_1,clusters,0.5070422535211268,5
Synthetic-blobs,single,cityblock,0.02,regime,regime_1,gen_base_1,0.4964788732394366,5
Synthetic-blobs,single,cityblock,0.02,regime,regime_1,gen_base_2,0.47813852813852814,5
Synthetic-blobs,single,euclidean,0.0,cluster_true,cluster_0,base,0.2558139534883721,5
Synthetic-blobs,single,euclidean,0.0,cluster_true,cluster_0,clusters,0.2558139534883721,5
Synthetic-blobs,single,euclidean,0.0,cluster_true,cluster_0,gen_base_1,0.2558139534883721,5
Synthetic-blobs,single,euclidean,0.0,cluster_true,cluster_0,gen_base_2,0.2558139534883721,5
Synthetic-blobs,single,euclidean,0.0,cluster_true,cluster_1,base,0.21363636363636362,5
Synthetic-blobs,single,euclidean,0.0,cluster_true,cluster_1,clusters,0.22272727272727272,5
Synthetic-blobs,single,euclidean,0.0,cluster_true,cluster_1,gen_base_1,0.2335779175401817,5
Synthetic-blobs,single,euclidean,0.0,cluster_true,cluster_1,gen_base_2,0.23680555555555555,5
Synthetic-blobs,single,euclidean,0.0,cluster_true,cluster_2,base,0.18181818181818182,5
Synthetic-blobs,single,euclidean,0.0,cluster_true,cluster_2,clusters,0.20995670995670995,5
Synthetic-blobs,single,euclidean,0.0,cluster_true,cluster_2,gen_base_1,0.18181818181818182,5
Synthetic-blobs,single,euclidean,0.0,cluster_true,cluster_2,gen_base_2,0.18181818181818182,5
Synthetic-blobs,single,euclidean,0.0,regime,regime_0,base,0.3790007806401249,5
Synthetic-blobs,single,euclidean,0.0,regime,regime_0,clusters,0.6125,5
Synthetic-blobs,single,euclidean,0.0,regime,regime_0,gen_base_1,0.5550234741784037,5
Synthetic-blobs,single,euclidean,0.0,regime,regime_0,gen_base_2,0.5277777777777778,5
Synthetic-blobs,single,euclidean,0.0,regime,regime_1,base,0.4015376984126984,5
Synthetic-blobs,single,euclidean,0.0,regime,regime_1,clusters,0.5070422535211268,5
Synthetic-blobs,single,euclidean,0.0,regime,regime_1,gen_base_1,0.5,5
Synthetic-blobs,single,euclidean,0.0,regime,regime_1,gen_base_2,0.48923395445134576,5
Synthetic-blobs,single,euclidean,0.02,cluster_true,cluster_0,base,0.2558139534883721,5
Synthetic-blobs,single,euclidean,0.02,cluster_true,cluster_0,clusters,0.2558139534883721,5
Synthetic-blobs,single,euclidean,0.02,cluster_true,cluster_0,gen_base_1,0.2558139534883721,5
Synthetic-blobs,single,euclidean,0.02,cluster_true,cluster_0,gen_base_2,0.25998244844229923,5
Synthetic-blobs,single,euclidean,0.02,cluster_true,cluster_1,base,0.23585858585858585,5
Synthetic-blobs,single,euclidean,0.02,cluster_true,cluster_1,clusters,0.22272727272727272,5
Synthetic-blobs,single,euclidean,0.02,cluster_true,cluster_1,gen_base_1,0.24722222222222223,5
Synthetic-blobs,single,euclidean,0.02,cluster_true,cluster_1,gen_base_2,0.2404040404040404,5
Synthetic-blobs,single,euclidean,0.02,cluster_true,cluster_2,base,0.18181818181818182,5
Synthetic-blobs,single,euclidean,0.02,cluster_true,cluster_2,clusters,0.20995670995670995,5
Synthetic-blobs,single,euclidean,0.02,cluster_true,cluster_2,gen_base_1,0.1946826758147513,5
Synthetic-blobs,single,euclidean,0.02,cluster_true,cluster_2,gen_base_2,0.18181818181818182,5
Synthetic-blobs,single,euclidean,0.02,regime,regime_0,base,0.3790007806401249,5
Synthetic-blobs,single,euclidean,0.02,regime,regime_0,clusters,0.6125,5
Synthetic-blobs,single,euclidean,0.02,regime,regime_0,gen_base_1,0.5428205128205128,5
Synthetic-blobs,single,euclidean,0.02,regime,regime_0,gen_base_2,0.5166847041847041,5
Synthetic-blobs,single,euclidean,0.02,regime,regime_1,base,0.4015376984126984,5
Synthetic-blobs,single,euclidean,0.02,regime,regime_1,clusters,0.5070422535211268,5
Synthetic-blobs,single,euclidean,0.02,regime,regime_1,gen_base_1,0.5,5
Synthetic-blobs,single,euclidean,0.02,regime,regime_1,gen_base_2,0.4853990914990266,5
Synthetic-blobs,ward,euclidean,0.0,cluster_true,cluster_0,base,0.2558139534883721,5
Synthetic-blobs,ward,euclidean,0.0,cluster_true,cluster_0,clusters,0.2558139534883721,5
Synthetic-blobs,ward,euclidean,0.0,cluster_true,cluster_0,gen_base_1,0.2551797040169133,5
Synthetic-blobs,ward,euclidean,0.0,cluster_true,cluster_0,gen_base_2,0.2558139534883721,5
Synthetic-blobs,ward,euclidean,0.0,cluster_true,cluster_1,base,0.23680555555555555,5
Synthetic-blobs,ward,euclidean,0.0,cluster_true,cluster_1,clusters,0.22272727272727272,5
Synthetic-blobs,ward,euclidean,0.0,cluster_true,cluster_1,gen_base_1,0.25502562081198266,5
Synthetic-blobs,ward,euclidean,0.0,cluster_true,cluster_1,gen_base_2,0.25834175935288173,5
Synthetic-blobs,ward,euclidean,0.0,cluster_true,cluster_2,base,0.18181818181818182,5
Synthetic-blobs,ward,euclidean,0.0,cluster_true,cluster_2,clusters,0.20995670995670995,5
Synthetic-blobs,ward,euclidean,0.0,cluster_true,cluster_2,gen_base_1,0.18558673469387754,5
Synthetic-blobs,ward,euclidean,0.0,cluster_true,cluster_2,gen_base_2,0.2299154334038055,5
Synthetic-blobs,ward,euclidean,0.0,regime,regime_0,base,0.4014925373134328,5
Synthetic-blobs,ward,euclidean,0.0,regime,regime_0,clusters,0.6125,5
Synthetic-blobs,ward,euclidean,0.0,regime,regime_0,gen_base_1,0.4826864535768645,5
Synthetic-blobs,ward,euclidean,0.0,regime,regime_0,gen_base_2,0.48169309701492535,5
Synthetic-blobs,ward,euclidean,0.0,regime,regime_1,base,0.4033444816053512,5
Synthetic-blobs,ward,euclidean,0.0,regime,regime_1,clusters,0.5070422535211268,5
Synthetic-blobs,ward,euclidean,0.0,regime,regime_1,gen_base_1,0.46265328874024525,5
Synthetic-blobs,ward,euclidean,0.0,regime,regime_1,gen_base_2,0.49615384615384617,5
Synthetic-blobs,ward,euclidean,0.02,cluster_true,cluster_0,base,0.2558139534883721,5
Synthetic-blobs,ward,euclidean,0.02,cluster_true,cluster_0,clusters,0.2558139534883721,5
Synthetic-blobs,ward,euclidean,0.02,cluster_true,cluster_0,gen_base_1,0.2558139534883721,5
Synthetic-blobs,ward,euclidean,0.02,cluster_true,cluster_0,gen_base_2,0.2558139534883721,5
Synthetic-blobs,ward,euclidean,0.02,cluster_true,cluster_1,base,0.23680555555555555,5
Synthetic-blobs,ward,euclidean,0.02,cluster_true,cluster_1,clusters,0.22272727272727272,5
Synthetic-blobs,ward,euclidean,0.02,cluster_true,cluster_1,gen_base_1,0.25502562081198266,5
Synthetic-blobs,ward,euclidean,0.02,cluster_true,cluster_1,gen_base_2,0.2737403100775194,5
Synthetic-blobs,ward,euclidean,0.02,cluster_true,cluster_2,base,0.18181818181818182,5
Synthetic-blobs,ward,euclidean,0.02,cluster_true,cluster_2,clusters,0.20995670995670995,5
Synthetic-blobs,ward,euclidean,0.02,cluster_true,cluster_2,gen_base_1,0.18558673469387754,5
Synthetic-blobs,ward,euclidean,0.02,cluster_true,cluster_2,gen_base_2,0.2299154334038055,5
Synthetic-blobs,ward,euclidean,0.02,regime,regime_0,base,0.4014925373134328,5
Synthetic-blobs,ward,euclidean,0.02,regime,regime_0,clusters,0.6125,5
Synthetic-blobs,ward,euclidean,0.02,regime,regime_0,gen_base_1,0.4826864535768645,5
Synthetic-blobs,ward,euclidean,0.02,regime,regime_0,gen_base_2,0.4850746268656716,5
Synthetic-blobs,ward,euclidean,0.02,regime,regime_1,base,0.4033444816053512,5
Synthetic-blobs,ward,euclidean,0.02,regime,regime_1,clusters,0.5070422535211268,5
Synthetic-blobs,ward,euclidean,0.02,regime,regime_1,gen_base_1,0.45871040723981904,5
Synthetic-blobs,ward,euclidean,0.02,regime,regime_1,gen_base_2,0.49615384615384617,5
