dataset,linkage,metric,noise,family,seed,base,jaccard_median,runs
PISA,complete,cityblock,0.0,density,HighDensity,base,1.0,5
PISA,complete,cityblock,0.0,density,HighDensity,clusters,0.6461538461538462,5
PISA,complete,cityblock,0.0,density,HighDensity,gen_base_1,1.0,5
PISA,complete,cityblock,0.0,density,HighDensity,gen_base_2,1.0,5
PISA,complete,cityblock,0.0,density,LowDensity,base,1.0,5
PISA,complete,cityblock,0.0,density,LowDensity,clusters,0.9135802469135802,5
PISA,complete,cityblock,0.0,density,LowDensity,gen_base_1,1.0,5
PISA,complete,cityblock,0.0,density,LowDensity,gen_base_2,1.0,5
PISA,complete,cityblock,0.0,density,MediumDensity,base,1.0,5
PISA,complete,cityblock,0.0,density,MediumDensity,clusters,1.0,5
PISA,complete,cityblock,0.0,density,MediumDensity,gen_base_1,1.0,5
PISA,complete,cityblock,0.0,density,MediumDensity,gen_base_2,1.0,5
PISA,complete,cityblock,0.0,economy,HighEconomy,base,1.0,5
PISA,complete,cityblock,0.0,economy,HighEconomy,clusters,1.0,5
PISA,complete,cityblock,0.0,economy,HighEconomy,gen_base_1,1.0,5
PISA,complete,cityblock,0.0,economy,HighEconomy,gen_base_2,1.0,5
PISA,complete,cityblock,0.0,economy,MediumHighEconomy,base,1.0,5
PISA,complete,cityblock,0.0,economy,MediumHighEconomy,clusters,1.0,5
PISA,complete,cityblock,0.0,economy,MediumHighEconomy,gen_base_1,1.0,5
PISA,complete,cityblock,0.0,economy,MediumHighEconomy,gen_base_2,1.0,5
PISA,complete,cityblock,0.0,economy,MediumLowEconomy,base,1.0,5
PISA,complete,cityblock,0.0,economy,MediumLowEconomy,clusters,0.6486486486486487,5
PISA,complete,cityblock,0.0,economy,MediumLowEconomy,gen_base_1,1.0,5
PISA,complete,cityblock,0.0,economy,MediumLowEconomy,gen_base_2,1.0,5
PISA,complete,cityblock,0.0,government,Authoritarianism,base,1.0,5
PISA,complete,cityblock,0.0,government,Authoritarianism,clusters,1.0,5
PISA,complete,cityblock,0.0,government,Authoritarianism,gen_base_1,1.0,5
PISA,complete,cityblock,0.0,government,Authoritarianism,gen_base_2,1.0,5
PISA,complete,cityblock,0.0,government,FullDemocracy,base,1.0,5
PISA,complete,cityblock,0.0,government,FullDemocracy,clusters,0.9692307692307692,5
PISA,complete,cityblock,0.0,government,FullDemocracy,gen_base_1,1.0,5
PISA,complete,cityblock,0.0,government,FullDemocracy,gen_base_2,1.0,5
PISA,complete,cityblock,0.0,government,HybridRegime,base,1.0,5
PISA,complete,cityblock,0.0,government,HybridRegime,clusters,1.0,5
PISA,complete,cityblock,0.0,government,HybridRegime,gen_base_1,1.0,5
PISA,complete,cityblock,0.0,government,HybridRegime,gen_base_2,1.0,5
PISA,complete,cityblock,0.0,government,PoorDemocracy,base,1.0,5
PISA,complete,cityblock,0.0,government,PoorDemocracy,clusters,1.0,5
PISA,complete,cityblock,0.0,government,PoorDemocracy,gen_base_1,1.0,5
PISA,complete,cityblock,0.0,government,PoorDemocracy,gen_base_2,1.0,5
PISA,complete,cityblock,0.02,continent,Africa,base,0.16666666666666666,5
PISA,complete,cityblock,0.02,continent,Africa,clusters,0.857843137254902,5
PISA,complete,cityblock,0.02,continent,Africa,gen_base_1,0.9555555555555556,5
PISA,complete,cityblock,0.02,continent,Africa,gen_base_2,0.2737145390070922,5
PISA,complete,cityblock,0.02,continent,Asia,base,0.881578947368421,5
PISA,complete,cityblock,0.02,continent,Asia,clusters,1.0,5
PISA,complete,cityblock,0.02,continent,Asia,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,continent,Asia,gen_base_2,0.7654320987654321,5
PISA,complete,cityblock,0.02,continent,Europe,base,0.8956442831215972,5
PISA,complete,cityblock,0.02,continent,Europe,clusters,1.0,5
PISA,complete,cityblock,0.02,continent,Europe,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,continent,Europe,gen_base_2,0.9753086419753086,5
PISA,complete,cityblock,0.02,continent,NorthAmerica,base,0.75,5
PISA,complete,cityblock,0.02,continent,NorthAmerica,clusters,0.7407407407407407,5
PISA,complete,cityblock,0.02,continent,NorthAmerica,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,continent,NorthAmerica,gen_base_2,0.48148148148148145,5
PISA,complete,cityblock,0.02,continent,Oceania,base,1.0,5
PISA,complete,cityblock,0.02,continent,Oceania,clusters,1.0,5
PISA,complete,cityblock,0.02,continent,Oceania,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,continent,Oceania,gen_base_2,1.0,5
PISA,complete,cityblock,0.02,continent,SouthAmerica,base,0.7045454545454546,5
PISA,complete,cityblock,0.02,continent,SouthAmerica,clusters,0.8958333333333334,5
PISA,complete,cityblock,0.02,continent,SouthAmerica,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,continent,SouthAmerica,gen_base_2,0.375,5
PISA,complete,cityblock,0.02,density,ExtremeDensity,base,1.0,5
PISA,complete,cityblock,0.02,density,ExtremeDensity,clusters,0.8085106382978723,5
PISA,complete,cityblock,0.02,density,ExtremeDensity,gen_base_1,0.9868421052631579,5
PISA,complete,cityblock,0.02,density,ExtremeDensity,gen_base_2,0.2236111111111111,5
PISA,complete,cityblock,0.02,density,HighDensity,base,0.7738095238095238,5
PISA,complete,cityblock,0.02,density,HighDensity,clusters,0.65625,5
PISA,complete,cityblock,0.02,density,HighDensity,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,density,HighDensity,gen_base_2,0.37037037037037035,5
PISA,complete,cityblock,0.02,density,LowDensity,base,0.675,5
PISA,complete,cityblock,0.02,density,LowDensity,clusters,0.9135802469135802,5
PISA,complete,cityblock,0.02,density,LowDensity,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,density,LowDensity,gen_base_2,0.8765432098765432,5
PISA,complete,cityblock,0.02,density,MediumDensity,base,0.8119520748100526,5
PISA,complete,cityblock,0.02,density,MediumDensity,clusters,1.0,5
PISA,complete,cityblock,0.02,density,MediumDensity,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,density,MediumDensity,gen_base_2,0.9876543209876543,5
PISA,complete,cityblock,0.02,economy,HighEconomy,base,0.9499861072520144,5
PISA,complete,cityblock,0.02,economy,HighEconomy,clusters,1.0,5
PISA,complete,cityblock,0.02,economy,HighEconomy,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,economy,HighEconomy,gen_base_2,0.8641975308641975,5
PISA,complete,cityblock,0.02,economy,MediumHighEconomy,base,0.900197628458498,5
PISA,complete,cityblock,0.02,economy,MediumHighEconomy,clusters,1.0,5
PISA,complete,cityblock,0.02,economy,MediumHighEconomy,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,economy,MediumHighEconomy,gen_base_2,0.7901234567901234,5
PISA,complete,cityblock,0.02,economy,MediumLowEconomy,base,0.75,5
PISA,complete,cityblock,0.02,economy,MediumLowEconomy,clusters,0.6486486486486487,5
PISA,complete,cityblock,0.02,economy,MediumLowEconomy,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,economy,MediumLowEconomy,gen_base_2,0.5802469135802469,5
PISA,complete,cityblock,0.02,government,Authoritarianism,base,0.8318759936406995,5
PISA,complete,cityblock,0.02,government,Authoritarianism,clusters,1.0,5
PISA,complete,cityblock,0.02,government,Authoritarianism,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,government,Authoritarianism,gen_base_2,0.7160493827160493,5
PISA,complete,cityblock,0.02,government,FullDemocracy,base,0.8042553191489361,5
PISA,complete,cityblock,0.02,government,FullDemocracy,clusters,0.9624604251469924,5
PISA,complete,cityblock,0.02,government,FullDemocracy,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,government,FullDemocracy,gen_base_2,0.7037037037037037,5
PISA,complete,cityblock,0.02,government,HybridRegime,base,0.6206896551724138,5
PISA,complete,cityblock,0.02,government,HybridRegime,clusters,1.0,5
PISA,complete,cityblock,0.02,government,HybridRegime,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,government,HybridRegime,gen_base_2,0.7654320987654321,5
PISA,complete,cityblock,0.02,government,PoorDemocracy,base,0.8571136966727904,5
PISA,complete,cityblock,0.02,government,PoorDemocracy,clusters,1.0,5
PISA,complete,cityblock,0.02,government,PoorDemocracy,gen_base_1,1.0,5
PISA,complete,cityblock,0.02,government,PoorDemocracy,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,continent,Africa,base,1.0,5
PISA,complete,euclidean,0.0,continent,Africa,clusters,0.8888888888888888,5
PISA,complete,euclidean,0.0,continent,Africa,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,continent,Africa,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,continent,Asia,base,1.0,5
PISA,complete,euclidean,0.0,continent,Asia,clusters,1.0,5
PISA,complete,euclidean,0.0,continent,Asia,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,continent,Asia,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,continent,Europe,base,1.0,5
PISA,complete,euclidean,0.0,continent,Europe,clusters,1.0,5
PISA,complete,euclidean,0.0,continent,Europe,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,continent,Europe,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,continent,NorthAmerica,base,1.0,5
PISA,complete,euclidean,0.0,continent,NorthAmerica,clusters,0.7407407407407407,5
PISA,complete,euclidean,0.0,continent,NorthAmerica,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,continent,NorthAmerica,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,continent,Oceania,base,1.0,5
PISA,complete,euclidean,0.0,continent,Oceania,clusters,1.0,5
PISA,complete,euclidean,0.0,continent,Oceania,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,continent,Oceania,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,continent,SouthAmerica,base,1.0,5
PISA,complete,euclidean,0.0,continent,SouthAmerica,clusters,0.8958333333333334,5
PISA,complete,euclidean,0.0,continent,SouthAmerica,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,continent,SouthAmerica,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,density,ExtremeDensity,base,1.0,5
PISA,complete,euclidean,0.0,density,ExtremeDensity,clusters,0.8085106382978723,5
PISA,complete,euclidean,0.0,density,ExtremeDensity,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,density,ExtremeDensity,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,density,HighDensity,base,1.0,5
PISA,complete,euclidean,0.0,density,HighDensity,clusters,0.6461538461538462,5
PISA,complete,euclidean,0.0,density,HighDensity,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,density,HighDensity,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,density,LowDensity,base,1.0,5
PISA,complete,euclidean,0.0,density,LowDensity,clusters,0.9135802469135802,5
PISA,complete,euclidean,0.0,density,LowDensity,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,density,LowDensity,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,density,MediumDensity,base,1.0,5
PISA,complete,euclidean,0.0,density,MediumDensity,clusters,1.0,5
PISA,complete,euclidean,0.0,density,MediumDensity,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,density,MediumDensity,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,economy,HighEconomy,base,1.0,5
PISA,complete,euclidean,0.0,economy,HighEconomy,clusters,1.0,5
PISA,complete,euclidean,0.0,economy,HighEconomy,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,economy,HighEconomy,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,economy,MediumHighEconomy,base,1.0,5
PISA,complete,euclidean,0.0,economy,MediumHighEconomy,clusters,1.0,5
PISA,complete,euclidean,0.0,economy,MediumHighEconomy,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,economy,MediumHighEconomy,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,economy,MediumLowEconomy,base,1.0,5
PISA,complete,euclidean,0.0,economy,MediumLowEconomy,clusters,0.6486486486486487,5
PISA,complete,euclidean,0.0,economy,MediumLowEconomy,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,economy,MediumLowEconomy,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,government,Authoritarianism,base,1.0,5
PISA,complete,euclidean,0.0,government,Authoritarianism,clusters,1.0,5
PISA,complete,euclidean,0.0,government,Authoritarianism,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,government,Authoritarianism,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,government,FullDemocracy,base,1.0,5
PISA,complete,euclidean,0.0,government,FullDemocracy,clusters,0.9692307692307692,5
PISA,complete,euclidean,0.0,government,FullDemocracy,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,government,FullDemocracy,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,government,HybridRegime,base,1.0,5
PISA,complete,euclidean,0.0,government,HybridRegime,clusters,1.0,5
PISA,complete,euclidean,0.0,government,HybridRegime,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,government,HybridRegime,gen_base_2,1.0,5
PISA,complete,euclidean,0.0,government,PoorDemocracy,base,1.0,5
PISA,complete,euclidean,0.0,government,PoorDemocracy,clusters,1.0,5
PISA,complete,euclidean,0.0,government,PoorDemocracy,gen_base_1,1.0,5
PISA,complete,euclidean,0.0,government,PoorDemocracy,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,continent,Africa,base,0.16666666666666666,5
PISA,complete,euclidean,0.02,continent,Africa,clusters,0.857843137254902,5
PISA,complete,euclidean,0.02,continent,Africa,gen_base_1,0.9347826086956522,5
PISA,complete,euclidean,0.02,continent,Africa,gen_base_2,0.9347826086956522,5
PISA,complete,euclidean,0.02,continent,Asia,base,0.9148809523809525,5
PISA,complete,euclidean,0.02,continent,Asia,clusters,1.0,5
PISA,complete,euclidean,0.02,continent,Asia,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,continent,Asia,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,continent,Europe,base,0.8778554778554779,5
PISA,complete,euclidean,0.02,continent,Europe,clusters,1.0,5
PISA,complete,euclidean,0.02,continent,Europe,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,continent,Europe,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,continent,NorthAmerica,base,0.6728260869565217,5
PISA,complete,euclidean,0.02,continent,NorthAmerica,clusters,0.7407407407407407,5
PISA,complete,euclidean,0.02,continent,NorthAmerica,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,continent,NorthAmerica,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,continent,Oceania,base,1.0,5
PISA,complete,euclidean,0.02,continent,Oceania,clusters,1.0,5
PISA,complete,euclidean,0.02,continent,Oceania,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,continent,Oceania,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,continent,SouthAmerica,base,0.8284313725490196,5
PISA,complete,euclidean,0.02,continent,SouthAmerica,clusters,0.8958333333333334,5
PISA,complete,euclidean,0.02,continent,SouthAmerica,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,continent,SouthAmerica,gen_base_2,0.9625,5
PISA,complete,euclidean,0.02,density,ExtremeDensity,base,0.8257575757575758,5
PISA,complete,euclidean,0.02,density,ExtremeDensity,clusters,0.8085106382978723,5
PISA,complete,euclidean,0.02,density,ExtremeDensity,gen_base_1,0.974025974025974,5
PISA,complete,euclidean,0.02,density,ExtremeDensity,gen_base_2,0.855379746835443,5
PISA,complete,euclidean,0.02,density,HighDensity,base,0.75,5
PISA,complete,euclidean,0.02,density,HighDensity,clusters,0.65625,5
PISA,complete,euclidean,0.02,density,HighDensity,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,density,HighDensity,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,density,LowDensity,base,0.7386363636363636,5
PISA,complete,euclidean,0.02,density,LowDensity,clusters,0.9135802469135802,5
PISA,complete,euclidean,0.02,density,LowDensity,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,density,LowDensity,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,density,MediumDensity,base,0.8357142857142856,5
PISA,complete,euclidean,0.02,density,MediumDensity,clusters,1.0,5
PISA,complete,euclidean,0.02,density,MediumDensity,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,density,MediumDensity,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,economy,HighEconomy,base,0.9426229508196722,5
PISA,complete,euclidean,0.02,economy,HighEconomy,clusters,1.0,5
PISA,complete,euclidean,0.02,economy,HighEconomy,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,economy,HighEconomy,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,economy,MediumHighEconomy,base,0.9225630875804057,5
PISA,complete,euclidean,0.02,economy,MediumHighEconomy,clusters,1.0,5
PISA,complete,euclidean,0.02,economy,MediumHighEconomy,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,economy,MediumHighEconomy,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,economy,MediumLowEconomy,base,0.75,5
PISA,complete,euclidean,0.02,economy,MediumLowEconomy,clusters,0.6486486486486487,5
PISA,complete,euclidean,0.02,economy,MediumLowEconomy,gen_base_1,0.9876543209876543,5
PISA,complete,euclidean,0.02,economy,MediumLowEconomy,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,government,Authoritarianism,base,0.8144963144963145,5
PISA,complete,euclidean,0.02,government,Authoritarianism,clusters,1.0,5
PISA,complete,euclidean,0.02,government,Authoritarianism,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,government,Authoritarianism,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,government,FullDemocracy,base,0.8537878787878788,5
PISA,complete,euclidean,0.02,government,FullDemocracy,clusters,0.9624604251469924,5
PISA,complete,euclidean,0.02,government,FullDemocracy,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,government,FullDemocracy,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,government,HybridRegime,base,0.5941176470588235,5
PISA,complete,euclidean,0.02,government,HybridRegime,clusters,1.0,5
PISA,complete,euclidean,0.02,government,HybridRegime,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,government,HybridRegime,gen_base_2,1.0,5
PISA,complete,euclidean,0.02,government,PoorDemocracy,base,0.8708333333333333,5
PISA,complete,euclidean,0.02,government,PoorDemocracy,clusters,1.0,5
PISA,complete,euclidean,0.02,government,PoorDemocracy,gen_base_1,1.0,5
PISA,complete,euclidean,0.02,government,PoorDemocracy,gen_base_2,1.0,5
PISA,single,cityblock,0.0,continent,Africa,base,1.0,5
PISA,single,cityblock,0.0,continent,Africa,clusters,0.8888888888888888,5
PISA,single,cityblock,0.0,continent,Africa,gen_base_1,1.0,5
PISA,single,cityblock,0.0,continent,Africa,gen_base_2,1.0,5
PISA,single,cityblock,0.0,continent,Asia,base,1.0,5
PISA,single,cityblock,0.0,continent,Asia,clusters,1.0,5
PISA,single,cityblock,0.0,continent,Asia,gen_base_1,1.0,5
PISA,single,cityblock,0.0,continent,Asia,gen_base_2,1.0,5
PISA,single,cityblock,0.0,continent,Europe,base,1.0,5
PISA,single,cityblock,0.0,continent,Europe,clusters,1.0,5
PISA,single,cityblock,0.0,continent,Europe,gen_base_1,1.0,5
PISA,single,cityblock,0.0,continent,Europe,gen_base_2,1.0,5
PISA,single,cityblock,0.0,continent,NorthAmerica,base,1.0,5
PISA,single,cityblock,0.0,continent,NorthAmerica,clusters,0.7407407407407407,5
PISA,single,cityblock,0.0,continent,NorthAmerica,gen_base_1,1.0,5
PISA,single,cityblock,0.0,continent,NorthAmerica,gen_base_2,1.0,5
PISA,single,cityblock,0.0,continent,Oceania,base,1.0,5
PISA,single,cityblock,0.0,continent,Oceania,clusters,1.0,5
PISA,single,cityblock,0.0,continent,Oceania,gen_base_1,1.0,5
PISA,single,cityblock,0.0,continent,Oceania,gen_base_2,1.0,5
PISA,single,cityblock,0.0,continent,SouthAmerica,base,1.0,5
PISA,single,cityblock,0.0,continent,SouthAmerica,clusters,0.8958333333333334,5
PISA,single,cityblock,0.0,continent,SouthAmerica,gen_base_1,1.0,5
PISA,single,cityblock,0.0,continent,SouthAmerica,gen_base_2,1.0,5
PISA,single,cityblock,0.0,density,ExtremeDensity,base,1.0,5
PISA,single,cityblock,0.0,density,ExtremeDensity,clusters,0.8085106382978723,5
PISA,single,cityblock,0.0,density,ExtremeDensity,gen_base_1,1.0,5
PISA,single,cityblock,0.0,density,ExtremeDensity,gen_base_2,1.0,5
PISA,single,cityblock,0.0,density,HighDensity,base,1.0,5
PISA,single,cityblock,0.0,density,HighDensity,clusters,0.6461538461538462,5
PISA,single,cityblock,0.0,density,HighDensity,gen_base_1,1.0,5
PISA,single,cityblock,0.0,density,HighDensity,gen_base_2,1.0,5
PISA,single,cityblock,0.0,density,LowDensity,base,1.0,5
PISA,single,cityblock,0.0,density,LowDensity,clusters,0.9135802469135802,5
PISA,single,cityblock,0.0,density,LowDensity,gen_base_1,1.0,5
PISA,single,cityblock,0.0,density,LowDensity,gen_base_2,1.0,5
PISA,single,cityblock,0.0,density,MediumDensity,base,1.0,5
PISA,single,cityblock,0.0,density,MediumDensity,clusters,1.0,5
PISA,single,cityblock,0.0,density,MediumDensity,gen_base_1,1.0,5
PISA,single,cityblock,0.0,density,MediumDensity,gen_base_2,1.0,5
PISA,single,cityblock,0.0,economy,HighEconomy,base,1.0,5
PISA,single,cityblock,0.0,economy,HighEconomy,clusters,1.0,5
PISA,single,cityblock,0.0,economy,HighEconomy,gen_base_1,1.0,5
PISA,single,cityblock,0.0,economy,HighEconomy,gen_base_2,1.0,5
PISA,single,cityblock,0.0,economy,MediumHighEconomy,base,1.0,5
PISA,single,cityblock,0.0,economy,MediumHighEconomy,clusters,1.0,5
PISA,single,cityblock,0.0,economy,MediumHighEconomy,gen_base_1,1.0,5
PISA,single,cityblock,0.0,economy,MediumHighEconomy,gen_base_2,1.0,5
PISA,single,cityblock,0.0,economy,MediumLowEconomy,base,1.0,5
PISA,single,cityblock,0.0,economy,MediumLowEconomy,clusters,0.6486486486486487,5
PISA,single,cityblock,0.0,economy,MediumLowEconomy,gen_base_1,1.0,5
PISA,single,cityblock,0.0,economy,MediumLowEconomy,gen_base_2,1.0,5
PISA,single,cityblock,0.0,government,Authoritarianism,base,1.0,5
PISA,single,cityblock,0.0,government,Authoritarianism,clusters,1.0,5
PISA,single,cityblock,0.0,government,Authoritarianism,gen_base_1,1.0,5
PISA,single,cityblock,0.0,government,Authoritarianism,gen_base_2,1.0,5
PISA,single,cityblock,0.0,government,FullDemocracy,base,1.0,5
PISA,single,cityblock,0.0,government,FullDemocracy,clusters,0.9692307692307692,5
PISA,single,cityblock,0.0,government,FullDemocracy,gen_base_1,1.0,5
PISA,single,cityblock,0.0,government,FullDemocracy,gen_base_2,1.0,5
PISA,single,cityblock,0.0,government,HybridRegime,base,1.0,5
PISA,single,cityblock,0.0,government,HybridRegime,clusters,1.0,5
PISA,single,cityblock,0.0,government,HybridRegime,gen_base_1,1.0,5
PISA,single,cityblock,0.0,government,HybridRegime,gen_base_2,1.0,5
PISA,single,cityblock,0.0,government,PoorDemocracy,base,1.0,5
PISA,single,cityblock,0.0,government,PoorDemocracy,clusters,1.0,5
PISA,single,cityblock,0.0,government,PoorDemocracy,gen_base_1,1.0,5
PISA,single,cityblock,0.0,government,PoorDemocracy,gen_base_2,1.0,5
PISA,single,cityblock,0.02,continent,Africa,base,0.3333333333333333,5
PISA,single,cityblock,0.02,continent,Africa,clusters,0.857843137254902,5
PISA,single,cityblock,0.02,continent,Africa,gen_base_1,0.6923076923076923,5
PISA,single,cityblock,0.02,continent,Africa,gen_base_2,0.7,5
PISA,single,cityblock,0.02,continent,Asia,base,1.0,5
PISA,single,cityblock,0.02,continent,Asia,clusters,1.0,5
PISA,single,cityblock,0.02,continent,Asia,gen_base_1,0.8803708325904795,5
PISA,single,cityblock,0.02,continent,Asia,gen_base_2,0.8560606060606061,5
PISA,single,cityblock,0.02,continent,Europe,base,0.8749601275917065,5
PISA,single,cityblock,0.02,continent,Europe,clusters,1.0,5
PISA,single,cityblock,0.02,continent,Europe,gen_base_1,1.0,5
PISA,single,cityblock,0.02,continent,Europe,gen_base_2,0.9620253164556962,5
PISA,single,cityblock,0.02,continent,NorthAmerica,base,0.9333333333333333,5
PISA,single,cityblock,0.02,continent,NorthAmerica,clusters,0.7407407407407407,5
PISA,single,cityblock,0.02,continent,NorthAmerica,gen_base_1,0.7168803418803419,5
PISA,single,cityblock,0.02,continent,NorthAmerica,gen_base_2,0.772609819121447,5
PISA,single,cityblock,0.02,continent,Oceania,base,1.0,5
PISA,single,cityblock,0.02,continent,Oceania,clusters,1.0,5
PISA,single,cityblock,0.02,continent,Oceania,gen_base_1,1.0,5
PISA,single,cityblock,0.02,continent,Oceania,gen_base_2,1.0,5
PISA,single,cityblock,0.02,continent,SouthAmerica,base,0.9041666666666667,5
PISA,single,cityblock,0.02,continent,SouthAmerica,clusters,0.8958333333333334,5
PISA,single,cityblock,0.02,continent,SouthAmerica,gen_base_1,0.7918918918918919,5
PISA,single,cityblock,0.02,continent,SouthAmerica,gen_base_2,0.8166666666666667,5
PISA,single,cityblock,0.02,density,ExtremeDensity,base,0.7777777777777778,5
PISA,single,cityblock,0.02,density,ExtremeDensity,clusters,0.8085106382978723,5
PISA,single,cityblock,0.02,density,ExtremeDensity,gen_base_1,0.8180147058823529,5
PISA,single,cityblock,0.02,density,ExtremeDensity,gen_base_2,0.7058823529411765,5
PISA,single,cityblock,0.02,density,HighDensity,base,0.8,5
PISA,single,cityblock,0.02,density,HighDensity,clusters,0.65625,5
