family,seed,base,closure_size,interior_size,seed_size,n_total,closure_indices,interior_indices,dataset,linkage,metric,noise,random_state
density,MediumDensity,gen_base_2,81,7,26,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","17,18,60,68,71,73,76",PISA,single,cityblock,0.02,11
density,MediumDensity,base,50,7,26,81,"0,3,4,5,12,13,14,16,17,18,19,20,21,23,24,25,27,29,31,36,37,38,39,41,42,43,44,45,46,48,50,53,55,57,58,60,61,62,63,64,67,68,69,70,71,72,73,75,76,78","17,18,60,68,71,73,76",PISA,single,cityblock,0.02,11
density,MediumDensity,clusters,81,0,26,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,11
density,ExtremeDensity,gen_base_1,17,1,4,81,"10,12,21,28,32,33,34,36,39,43,45,54,66,67,71,73,80",66,PISA,single,cityblock,0.02,11
density,ExtremeDensity,gen_base_2,80,2,4,81,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","28,66",PISA,single,cityblock,0.02,11
density,ExtremeDensity,base,9,2,4,81,"12,21,28,36,39,43,45,66,67","28,66",PISA,single,cityblock,0.02,11
density,ExtremeDensity,clusters,47,0,4,81,"2,3,5,7,10,11,12,15,17,18,21,22,23,25,26,28,29,30,32,33,34,36,39,41,42,43,45,51,52,54,60,61,63,65,66,67,68,69,70,71,73,74,75,76,77,78,80",,PISA,single,cityblock,0.02,11
government,PoorDemocracy,gen_base_1,81,14,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","1,6,8,15,33,35,45,47,49,56,66,67,68,77",PISA,single,cityblock,0.02,11
government,PoorDemocracy,gen_base_2,81,14,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","1,6,8,15,33,35,45,47,49,56,66,67,68,77",PISA,single,cityblock,0.02,11
government,PoorDemocracy,base,69,14,37,81,"0,1,3,4,5,6,7,8,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,72,74,75,76,77,78,79","1,6,8,15,33,35,45,47,49,56,66,67,68,77",PISA,single,cityblock,0.02,11
government,PoorDemocracy,clusters,81,0,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,11
government,FullDemocracy,gen_base_1,62,7,21,81,"1,2,3,5,6,7,8,10,11,12,13,14,15,16,17,18,21,22,23,25,26,28,29,30,32,33,34,35,36,38,39,41,42,43,44,45,46,47,48,49,51,52,54,58,60,61,62,63,65,67,68,69,70,71,72,73,74,75,76,77,78,80","2,10,22,32,51,52,71",PISA,single,cityblock,0.02,11
government,FullDemocracy,gen_base_2,81,8,21,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","2,10,11,22,32,51,52,71",PISA,single,cityblock,0.02,11
government,FullDemocracy,base,42,8,21,81,"2,3,5,7,10,11,12,13,14,17,18,21,22,23,25,26,29,30,32,34,36,39,41,42,43,46,51,52,54,58,60,61,62,63,65,69,70,71,74,75,76,78","2,10,11,22,32,51,52,71",PISA,single,cityblock,0.02,11
government,FullDemocracy,clusters,64,0,21,81,"1,2,3,5,6,7,8,10,11,12,13,14,15,16,17,18,21,22,23,25,26,28,29,30,32,33,34,35,36,38,39,41,42,43,44,45,46,47,48,49,51,52,54,58,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,80",,PISA,single,cityblock,0.02,11
government,Authoritarianism,gen_base_1,71,0,13,81,"0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64,65,67,68,69,70,71,72,73,74,75,78,79,80",,PISA,single,cityblock,0.02,11
government,Authoritarianism,gen_base_2,81,0,13,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,11
government,Authoritarianism,base,33,2,13,81,"0,4,7,9,12,16,21,24,26,30,31,36,37,38,39,40,43,44,48,50,53,55,59,62,63,64,65,72,74,75,78,79,80","9,80",PISA,single,cityblock,0.02,11
government,Authoritarianism,clusters,81,0,13,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,11
government,HybridRegime,gen_base_1,62,0,10,81,"0,1,4,6,7,8,9,10,11,12,13,14,15,16,19,20,21,23,24,26,27,28,29,30,31,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49,50,53,54,55,57,58,59,61,62,63,64,65,67,69,72,73,74,75,78,79,80",,PISA,single,cityblock,0.02,11
government,HybridRegime,gen_base_2,81,2,10,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","28,73",PISA,single,cityblock,0.02,11
government,HybridRegime,base,24,2,10,81,"0,4,7,13,14,19,20,24,26,27,28,30,31,37,46,50,53,55,57,58,64,65,73,74","28,73",PISA,single,cityblock,0.02,11
government,HybridRegime,clusters,81,0,10,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,11
continent,Europe,gen_base_1,79,27,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80","3,5,8,15,17,18,22,23,25,29,32,34,41,42,45,47,49,51,54,60,61,67,68,69,70,71,76",PISA,single,cityblock,0.02,11
continent,Europe,gen_base_2,81,27,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","3,5,8,15,17,18,22,23,25,29,32,34,41,42,45,47,49,51,54,60,61,67,68,69,70,71,76",PISA,single,cityblock,0.02,11
continent,Europe,base,58,27,37,81,"0,3,4,5,7,8,12,15,16,17,18,21,22,23,24,25,26,29,30,31,32,34,36,37,38,39,40,41,42,43,44,45,47,48,49,50,51,53,54,55,59,60,61,62,63,64,65,67,68,69,70,71,72,74,75,76,78,79","3,5,8,15,17,18,22,23,25,29,32,34,41,42,45,47,49,51,54,60,61,67,68,69,70,71,76",PISA,single,cityblock,0.02,11
continent,Europe,clusters,81,0,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,11
continent,SouthAmerica,gen_base_1,39,0,7,81,"0,1,6,7,8,9,11,13,14,16,19,20,26,27,30,31,35,37,38,40,44,46,47,48,49,50,55,56,57,58,59,62,63,65,72,74,75,78,79",,PISA,single,cityblock,0.02,11
continent,SouthAmerica,gen_base_2,80,0,7,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,11
continent,SouthAmerica,base,16,1,7,81,"1,6,11,13,14,19,20,27,35,46,57,58,62,63,75,78",11,PISA,single,cityblock,0.02,11
continent,SouthAmerica,clusters,48,0,7,81,"0,1,4,6,7,8,9,11,13,14,16,19,20,24,26,27,30,31,33,35,37,38,40,44,45,46,47,48,49,50,53,55,56,57,58,59,62,63,64,65,67,72,73,74,75,78,79,80",,PISA,single,cityblock,0.02,11
continent,Oceania,gen_base_1,0,0,0,81,,,PISA,single,cityblock,0.02,11
continent,Oceania,gen_base_2,0,0,0,81,,,PISA,single,cityblock,0.02,11
continent,Oceania,base,0,0,0,81,,,PISA,single,cityblock,0.02,11
continent,Oceania,clusters,0,0,0,81,,,PISA,single,cityblock,0.02,11
continent,Asia,gen_base_1,72,4,25,81,"0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,53,54,55,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,78,79,80","33,66,73,80",PISA,single,cityblock,0.02,11
continent,Asia,gen_base_2,81,5,25,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","28,33,66,73,80",PISA,single,cityblock,0.02,11
continent,Asia,base,37,6,25,81,"0,4,7,9,12,16,21,24,26,28,30,31,33,36,37,38,39,40,43,44,48,50,53,55,59,62,63,64,65,66,72,73,74,75,78,79,80","9,28,33,66,73,80",PISA,single,cityblock,0.02,11
continent,Asia,clusters,81,0,25,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,11
continent,NorthAmerica,gen_base_1,64,2,9,81,"0,1,2,3,5,6,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,25,27,28,29,31,32,34,35,36,37,38,39,40,41,42,43,44,46,47,48,49,50,52,54,55,56,57,58,59,60,61,62,63,68,69,70,71,72,75,76,77,78,79","10,77",PISA,single,cityblock,0.02,11
continent,NorthAmerica,gen_base_2,81,3,9,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","10,56,77",PISA,single,cityblock,0.02,11
continent,NorthAmerica,base,14,3,9,81,"1,6,10,13,14,19,20,27,35,46,56,57,58,77","10,56,77",PISA,single,cityblock,0.02,11
continent,NorthAmerica,clusters,67,0,9,81,"0,1,2,3,4,5,6,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,31,32,34,35,36,37,38,39,40,41,42,43,44,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,64,66,68,69,70,71,72,76,77,79",,PISA,single,cityblock,0.02,11
continent,Africa,gen_base_1,12,0,1,81,"0,19,20,27,31,37,40,50,55,57,59,79",,PISA,single,cityblock,0.02,11
continent,Africa,gen_base_2,49,0,1,81,"0,1,4,6,7,8,9,11,13,14,15,16,19,20,24,26,27,30,31,33,35,37,38,40,44,45,46,47,48,49,50,53,55,56,57,58,59,62,63,64,65,67,72,73,74,75,78,79,80",,PISA,single,cityblock,0.02,11
continent,Africa,base,5,0,1,81,"0,31,37,50,55",,PISA,single,cityblock,0.02,11
continent,Africa,clusters,17,0,1,81,"0,4,9,19,20,24,27,31,37,40,50,53,55,56,57,59,79",,PISA,single,cityblock,0.02,11
economy,HighEconomy,gen_base_1,67,30,46,81,"0,1,2,3,4,5,6,7,8,10,11,12,15,16,17,18,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,38,39,41,42,43,44,45,46,47,48,49,51,52,53,54,56,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,80","2,3,5,10,15,17,18,22,23,25,29,32,33,34,41,42,45,51,52,54,60,61,66,67,68,69,70,71,76,77",PISA,single,cityblock,0.02,23
economy,HighEconomy,gen_base_2,63,35,46,81,"0,2,3,4,5,7,8,10,11,12,15,16,17,18,21,22,23,24,25,26,28,29,30,31,32,33,34,36,38,39,41,42,43,44,45,47,48,49,51,52,53,54,56,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,80","2,3,5,10,11,15,17,18,22,23,25,29,32,33,34,41,42,45,51,52,54,60,61,62,63,66,67,68,69,70,71,75,76,77,78",PISA,single,cityblock,0.02,23
economy,HighEconomy,base,53,37,46,81,"2,3,5,7,10,11,12,15,16,17,18,21,22,23,24,25,26,28,29,30,32,33,34,36,38,39,41,42,43,44,45,48,51,52,54,56,60,61,62,63,64,65,66,67,68,69,70,71,74,75,76,77,78","2,3,5,10,11,15,17,18,22,23,25,28,29,32,33,34,41,42,45,51,52,54,56,60,61,62,63,66,67,68,69,70,71,75,76,77,78",PISA,single,cityblock,0.02,23
economy,HighEconomy,clusters,81,0,46,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,23
economy,MediumHighEconomy,gen_base_1,64,19,27,81,"0,1,4,6,7,8,9,10,11,12,13,14,15,16,19,20,21,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49,50,53,54,55,56,57,58,59,61,62,63,64,65,67,69,72,73,74,75,78,79,80","0,1,4,6,8,13,14,19,20,27,31,35,46,47,49,53,57,58,72",PISA,single,cityblock,0.02,23
economy,MediumHighEconomy,gen_base_2,62,15,27,81,"0,1,4,6,7,8,9,11,12,13,14,15,16,19,20,21,23,24,26,27,28,29,30,31,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49,50,53,54,55,56,57,58,59,61,62,63,64,65,67,69,72,73,74,75,78,79,80","1,6,8,13,14,19,20,27,35,46,47,49,57,58,72",PISA,single,cityblock,0.02,23
economy,MediumHighEconomy,base,42,20,27,81,"0,1,4,6,7,8,12,13,14,16,19,20,21,24,26,27,30,31,35,36,37,38,39,40,43,44,46,47,48,49,50,53,55,57,58,59,64,65,72,73,74,79","0,1,4,6,8,13,14,19,20,27,31,35,46,47,49,53,57,58,72,73",PISA,single,cityblock,0.02,23
economy,MediumHighEconomy,clusters,81,0,27,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,23
economy,MediumLowEconomy,gen_base_1,50,0,8,81,"0,4,7,8,9,11,15,16,19,20,23,25,26,27,29,30,31,33,34,37,38,40,41,42,44,45,47,48,49,50,51,53,54,55,57,59,61,62,63,65,67,68,69,72,73,74,75,78,79,80",,PISA,single,cityblock,0.02,23
economy,MediumLowEconomy,gen_base_2,48,0,8,81,"0,4,7,8,9,11,15,16,19,20,23,25,26,27,29,30,31,33,34,37,38,40,42,44,45,47,48,49,50,51,53,54,55,57,59,61,62,63,65,67,69,72,73,74,75,78,79,80",,PISA,single,cityblock,0.02,23
economy,MediumLowEconomy,base,17,2,8,81,"7,9,16,26,30,37,38,40,44,48,50,55,59,65,74,79,80","9,80",PISA,single,cityblock,0.02,23
economy,MediumLowEconomy,clusters,74,0,8,81,"0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,22,23,24,25,26,27,29,30,31,32,33,34,35,37,38,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,23
density,LowDensity,gen_base_1,73,4,12,81,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,52,53,54,55,56,57,58,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,80","2,10,22,52",PISA,single,cityblock,0.02,23
density,LowDensity,gen_base_2,68,4,12,81,"0,1,2,3,4,5,6,7,8,10,11,13,14,15,16,17,18,19,20,22,23,24,25,26,27,29,30,31,32,33,34,35,37,38,41,42,44,45,46,47,48,49,52,53,54,55,56,57,58,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,80","2,10,22,52",PISA,single,cityblock,0.02,23
density,LowDensity,base,26,5,12,81,"1,2,6,7,10,16,20,22,24,26,27,30,35,38,44,48,52,54,57,62,63,64,65,74,75,78","2,10,22,52,54",PISA,single,cityblock,0.02,23
density,LowDensity,clusters,74,0,12,81,"0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,22,23,24,25,26,27,29,30,31,32,33,34,35,37,38,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,23
density,HighDensity,gen_base_1,31,0,2,81,"1,3,5,6,13,14,15,17,18,23,25,29,33,34,35,41,42,46,49,54,56,58,60,61,68,69,70,72,73,76,80",,PISA,single,cityblock,0.02,23
density,HighDensity,gen_base_2,29,0,2,81,"1,3,5,6,13,14,15,17,18,23,25,29,33,34,35,41,42,46,49,54,58,60,61,68,69,70,73,76,80",,PISA,single,cityblock,0.02,23
density,HighDensity,base,4,1,2,81,"1,6,34,35",34,PISA,single,cityblock,0.02,23
density,HighDensity,clusters,56,0,2,81,"1,2,3,5,6,7,8,10,11,13,14,15,16,17,18,22,23,25,26,29,30,32,33,34,35,38,41,42,44,45,46,47,48,49,51,52,54,58,60,61,62,63,65,67,68,69,70,71,72,73,74,75,76,77,78,80",,PISA,single,cityblock,0.02,23
density,MediumDensity,gen_base_1,78,2,26,81,"0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80","25,71",PISA,single,cityblock,0.02,23
density,MediumDensity,gen_base_2,79,0,26,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,23
density,MediumDensity,base,46,5,26,81,"0,3,4,5,12,13,14,16,17,18,19,20,21,23,25,27,29,31,36,37,38,39,41,42,43,44,45,48,53,55,57,58,60,61,62,63,67,68,69,70,71,72,73,75,76,78","19,25,71,72,73",PISA,single,cityblock,0.02,23
density,MediumDensity,clusters,81,0,26,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,23
density,ExtremeDensity,gen_base_1,15,1,4,81,"10,12,21,28,32,33,36,39,43,45,54,66,67,73,80",66,PISA,single,cityblock,0.02,23
density,ExtremeDensity,gen_base_2,13,1,4,81,"12,21,28,33,36,39,43,45,54,66,67,73,80",66,PISA,single,cityblock,0.02,23
density,ExtremeDensity,base,9,2,4,81,"12,21,28,36,39,43,45,66,67","28,66",PISA,single,cityblock,0.02,23
density,ExtremeDensity,clusters,38,0,4,81,"2,3,5,10,12,15,17,18,21,22,23,25,28,29,32,33,34,36,39,41,42,43,45,51,52,54,60,61,66,67,68,69,70,71,73,76,77,80",,PISA,single,cityblock,0.02,23
government,PoorDemocracy,gen_base_1,81,16,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","1,6,8,15,33,34,35,41,45,47,49,56,66,67,68,72",PISA,single,cityblock,0.02,23
government,PoorDemocracy,gen_base_2,81,15,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80","1,6,8,15,33,34,35,41,45,47,49,66,67,68,72",PISA,single,cityblock,0.02,23
government,PoorDemocracy,base,59,18,37,81,"0,1,3,4,5,6,7,8,12,13,14,15,16,17,18,19,21,23,26,29,30,31,33,34,35,36,38,39,40,41,42,43,44,45,47,48,49,50,53,56,58,59,60,61,62,63,65,66,67,68,69,70,72,74,75,76,77,78,79","1,6,8,15,19,33,34,35,41,45,47,49,56,66,67,68,72,77",PISA,single,cityblock,0.02,23
government,PoorDemocracy,clusters,81,0,37,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,23
government,FullDemocracy,gen_base_1,58,9,21,81,"1,2,3,5,6,7,8,10,11,12,13,14,15,17,18,21,22,23,25,26,28,29,30,32,33,34,35,36,39,41,42,43,45,46,47,49,51,52,54,58,60,61,62,63,65,67,68,69,70,71,72,73,74,75,76,77,78,80","2,10,22,25,32,51,52,54,71",PISA,single,cityblock,0.02,23
government,FullDemocracy,gen_base_2,58,9,21,81,"1,2,3,5,6,7,8,10,11,12,13,14,15,17,18,21,22,23,25,26,28,29,30,32,33,34,35,36,39,41,42,43,45,46,47,49,51,52,54,58,60,61,62,63,65,67,68,69,70,71,72,73,74,75,76,77,78,80","2,10,22,25,32,51,52,54,71",PISA,single,cityblock,0.02,23
government,FullDemocracy,base,39,10,21,81,"2,3,5,7,10,11,12,13,14,17,18,21,22,23,25,26,29,30,32,36,39,42,43,51,52,54,58,60,61,62,63,65,69,70,71,74,75,76,78","2,10,11,22,25,32,51,52,54,71",PISA,single,cityblock,0.02,23
government,FullDemocracy,clusters,63,0,21,81,"1,2,3,5,6,7,8,10,11,12,13,14,15,16,17,18,21,22,23,25,26,28,29,30,32,33,34,35,36,38,39,41,42,43,44,45,46,47,48,49,51,52,54,58,60,61,62,63,65,66,67,68,69,70,71,72,73,74,75,76,77,78,80",,PISA,single,cityblock,0.02,23
government,Authoritarianism,gen_base_1,61,0,13,81,"0,4,7,8,9,10,11,12,15,16,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,53,54,55,57,59,61,62,63,64,65,67,68,69,72,73,74,75,78,79,80",,PISA,single,cityblock,0.02,23
government,Authoritarianism,gen_base_2,57,0,13,81,"0,4,7,8,9,11,12,15,16,19,20,21,23,24,25,26,27,28,29,30,31,33,34,36,37,38,39,40,42,43,44,45,47,48,49,50,51,53,54,55,56,57,59,61,62,63,64,65,67,69,72,73,74,75,78,79,80",,PISA,single,cityblock,0.02,23
government,Authoritarianism,base,32,4,13,81,"0,4,7,9,12,16,21,24,26,30,31,36,37,38,39,40,43,44,48,50,53,55,59,62,63,64,65,74,75,78,79,80","9,37,55,80",PISA,single,cityblock,0.02,23
government,Authoritarianism,clusters,81,0,13,81,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",,PISA,single,cityblock,0.02,23
